hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	in_omim	in_panelapp_uk
HGNC:11005	SLC2A1	solute carrier family 2 member 1	protein-coding gene	gene with protein product	Approved	1p34.2	01p34.2	DYT18|DYT9|GLUT-1	dystonia gene 18|dystonia gene 9	GLUT1|GLUT|HTLVR|CSE	human T-cell leukemia virus (I and II) receptor|choreoathetosis/spasticity, episodic (paroxysmal choreoathetosis/spasticity)|solute carrier family 2 (facilitated glucose transporter), member 1	Solute carrier family 2	2155	1994-11-18		2016-02-17	2023-01-20	6513	ENSG00000117394	OTTHUMG00000007657	uc001cik.3	K03195	NM_006516	CCDS477	P11166	8839927|14622599|18451999|21832227|18577546	True	True
HGNC:11006	SLC2A2	solute carrier family 2 member 2	protein-coding gene	gene with protein product	Approved	3q26.2	03q26.2	GLUT-2		GLUT2	solute carrier family 2 (facilitated glucose transporter), member 2	Solute carrier family 2	2155	1989-01-13		2016-02-17	2023-01-20	6514	ENSG00000163581	OTTHUMG00000158997	uc003fhe.2	J03810	NM_000340	CCDS3215	P11168	1852621|34828390	True	True
HGNC:13446	SLC2A9	solute carrier family 2 member 9	protein-coding gene	gene with protein product	Approved	4p16.1	04p16.1	Glut9|GLUTX|URATv1	urate voltage-driven efflux transporter 1		solute carrier family 2 (facilitated glucose transporter), member 9	Solute carrier family 2	2155	2000-09-28		2016-02-17	2023-01-20	56606	ENSG00000109667	OTTHUMG00000044263	uc003gmc.4	AF210317	NM_001001290		Q9NRM0	10860667|17710649	True	True
HGNC:13444	SLC2A10	solute carrier family 2 member 10	protein-coding gene	gene with protein product	Approved	20q13.12	20q13.12	GLUT10|GLUT-10	facilitative glucose transporter GLUT10		solute carrier family 2 (facilitated glucose transporter), member 10	Solute carrier family 2	2155	2001-04-02		2016-02-17	2023-01-20	81031	ENSG00000197496	OTTHUMG00000032657	uc002xsl.4	AL137188	NM_030777	CCDS13402	O95528	11247674|16550171|25373504	True	True
HGNC:11025	SLC3A1	solute carrier family 3 member 1	protein-coding gene	gene with protein product	Approved	2p21	02p21	CSNU1|D2H|RBAT|ATR1|NBAT	neutral and basic amino acid transport protein rBAT|amino acid transporter 1		solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1|solute carrier family 3 (amino acid transporter heavy chain), member 1	Solute carrier family 3	2156	1993-12-16		2016-02-17	2023-01-20	6519	ENSG00000138079	OTTHUMG00000128759	uc002ruc.5		NM_000341	CCDS1819	Q07837	8486766|9186880	True	True
HGNC:11027	SLC4A1	solute carrier family 4 member 1 (Diego blood group)	protein-coding gene	gene with protein product	Approved	17q21.31	17q21.31	RTA1A|CD233|FR|SW|WR|EMPB3	Froese blood group|Swann blood group|Wright blood group|Band 3 anion transport protein	EPB3|AE1|DI|WD	Waldner blood group|erythrocyte membrane protein band 3|Diego blood group|solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)|solute carrier family 4 (anion exchanger), member 1|solute carrier family 4 (anion exchanger), member 1 (Diego blood group)	Blood group antigens|CD molecules|Solute carrier family 4	454|471|2157	1988-04-20		2016-02-17	2023-01-20	6521	ENSG00000004939	OTTHUMG00000156843	uc002igf.5		NM_000342	CCDS11481	P02730	3179308|27058983	True	True
HGNC:11029	SLC4A3	solute carrier family 4 member 3	protein-coding gene	gene with protein product	Approved	2q35	02q35	AE3|SLC2C	Anion exchanger 3, neuronal		solute carrier family 4, anion exchanger, member 3|solute carrier family 4 (anion exchanger), member 3	Solute carrier family 4	2157	1994-08-10		2016-02-17	2023-01-20	6508	ENSG00000114923	OTTHUMG00000059238	uc002vmo.5		NM_005070	CCDS2445|CCDS2446	P48751	8001971	True	False
HGNC:11030	SLC4A4	solute carrier family 4 member 4	protein-coding gene	gene with protein product	Approved	4q13.3	04q13.3	NBC1|HNBC1|NBC2|pNBC|hhNMC|kNBC1|KNBC|NBCe1	Electrogenic sodium bicarbonate cotransporter 1|kidney type Na+/HCO3- cotransporter|pancreatic sodium bicarbonate cotransporter	SLC4A5	solute carrier family 4, sodium bicarbonate cotransporter, member 4|solute carrier family 4 (sodium bicarbonate cotransporter), member 4	Solute carrier family 4	2157	1998-12-11		2016-02-17	2023-01-20	8671	ENSG00000080493	OTTHUMG00000129907	uc003hfy.4	AF007216	NM_003759		Q9Y6R1	9235899|9651366	True	True
HGNC:13811	SLC4A10	solute carrier family 4 member 10	protein-coding gene	gene with protein product	Approved	2q24.2	02q24.2	NBCn2|NCBE			solute carrier family 4, sodium bicarbonate transporter-like, member 10|solute carrier family 4, sodium bicarbonate transporter, member 10	Solute carrier family 4	2157	2000-11-09		2016-02-17	2023-01-20	57282	ENSG00000144290	OTTHUMG00000153938	uc002uby.5		NM_022058		Q6U841	10964153|18319254	True	True
HGNC:16438	SLC4A11	solute carrier family 4 member 11	protein-coding gene	gene with protein product	Approved	20p13	20p13	dJ794I6.2|BTR1|NaBC1|FECD4	bicarbonate transporter related protein 1|sodium-coupled borate cotransporter 1	CHED2|CDPD1	corneal endothelial dystrophy 2 (autosomal recessive)|solute carrier family 4, sodium bicarbonate transporter-like, member 11|corneal dystrophy and perceptive deafness 1|solute carrier family 4, sodium borate transporter, member 11	Solute carrier family 4	2157	2001-11-02		2016-02-17	2023-01-20	83959	ENSG00000088836	OTTHUMG00000031740	uc002wig.3	AF336127	NM_001174089		Q8NBS3	10843999|11302728|16767101	True	True
HGNC:11036	SLC5A1	solute carrier family 5 member 1	protein-coding gene	gene with protein product	Approved	22q12.3	22q12.3	D22S675|NAGT|SGLT-1	sodium/glucose cotransporter 1	SGLT1	solute carrier family 5 (sodium/glucose cotransporter), member 1	Solute carrier family 5	2158	1988-08-05		2016-02-17	2023-01-20	6523	ENSG00000100170	OTTHUMG00000030768	uc003amc.4		NM_000343	CCDS13902|CCDS58805	P13866	8195156|22843301	True	True
HGNC:11037	SLC5A2	solute carrier family 5 member 2	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2			SGLT2	solute carrier family 5 (sodium/glucose cotransporter), member 2	Solute carrier family 5	2158	1993-08-24		2016-02-17	2023-01-20	6524	ENSG00000140675	OTTHUMG00000176620	uc002ecf.5		NM_003041	CCDS10714	P31639	8244402	True	True
HGNC:11040	SLC5A5	solute carrier family 5 member 5	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	NIS	sodium iodide symporter		solute carrier family 5 (sodium iodide symporter), member 5|solute carrier family 5 (sodium/iodide cotransporter), member 5	Solute carrier family 5	2158	1997-04-16		2016-02-17	2023-01-20	6528	ENSG00000105641	OTTHUMG00000183447	uc002nhr.4		NM_000453	CCDS12368	Q92911	9231811|32805706	True	True
HGNC:11041	SLC5A6	solute carrier family 5 member 6	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	SMVT	Sodium-dependent multivitamin transporter		solute carrier family 5 (sodium-dependent vitamin transporter), member 6|solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6	Solute carrier family 5	2158	1999-01-19		2016-02-17	2023-01-20	8884	ENSG00000138074	OTTHUMG00000097075	uc002rjd.4	AF069307	NM_021095	CCDS1740	Q9Y289	9516450|10329687|31754459	True	True
HGNC:14025	SLC5A7	solute carrier family 5 member 7	protein-coding gene	gene with protein product	Approved	2q12.3	02q12.3	hCHT|CHT1|ChT	High affinity choline transporter 1		solute carrier family 5 (choline transporter), member 7|solute carrier family 5 (sodium/choline cotransporter), member 7	Solute carrier family 5	2158	2000-11-27		2016-02-17	2023-01-20	60482	ENSG00000115665	OTTHUMG00000130959	uc002tdv.4	AF276871	NM_001305005	CCDS2074	Q9GZV3	11027560|27569547|33250374	True	True
HGNC:11042	SLC6A1	solute carrier family 6 member 1	protein-coding gene	gene with protein product	Approved	3p25.3	03p25.3	GAT1|GABATR|GABATHG|GAT-1|hGAT-1	GABA transporter 1|Sodium- and chloride-dependent GABA transporter 1		solute carrier family 6 (neurotransmitter transporter, GABA), member 1|solute carrier family 6 (neurotransmitter transporter), member 1	Solute carrier family 6	2159	1994-02-16		2016-02-17	2023-01-20	6529	ENSG00000157103	OTTHUMG00000044208	uc010hdq.4		NM_003042		P30531	8530094|33241211	True	True
HGNC:11049	SLC6A3	solute carrier family 6 member 3	protein-coding gene	gene with protein product	Approved	5p15.33	05p15.33	DAT	dopamine transporter|Sodium-dependent dopamine transporter	DAT1	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3|dopamine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 3	Solute carrier family 6	2159	1994-03-16		2016-02-17	2023-01-20	6531	ENSG00000142319	OTTHUMG00000131016	uc003jck.4		NM_001044	CCDS3863	Q01959	1406597	True	True
HGNC:11051	SLC6A5	solute carrier family 6 member 5	protein-coding gene	gene with protein product	Approved	11p15.1	11p15.1	GLYT2|GlyT-2	glycine transporter 2|Sodium- and chloride-dependent glycine transporter 2	NET1	solute carrier family 6 (neurotransmitter transporter, glycine), member 5|solute carrier family 6 (neurotransmitter transporter), member 5|norepinephrine transporter 1	Solute carrier family 6	2159	1997-12-05		2016-02-17	2023-01-20	9152	ENSG00000165970	OTTHUMG00000166024	uc001mqd.4	AF085412	NM_004211	CCDS7854	Q9Y345	9845349|16751771	True	True
HGNC:11052	SLC6A6	solute carrier family 6 member 6	protein-coding gene	gene with protein product	Approved	3p25.1	03p25.1	TAUT	taurine transporter		solute carrier family 6 (neurotransmitter transporter, taurine), member 6|solute carrier family 6 (neurotransmitter transporter), member 6	Solute carrier family 6	2159	1994-05-25		2016-02-17	2023-01-20	6533	ENSG00000131389	OTTHUMG00000155525	uc032rfg.2		NM_003043		P31641	8010975|8382624	True	True
HGNC:11055	SLC6A8	solute carrier family 6 member 8	protein-coding gene	gene with protein product	Approved	Xq28	Xq28	CRTR|CT1|CRT|CRT-1|CRT1	creatine transporter|Sodium- and chloride-dependent creatine transporter 1		solute carrier family 6 (neurotransmitter transporter, creatine), member 8|solute carrier family 6 (neurotransmitter transporter), member 8	Solute carrier family 6	2159	1994-12-19		2016-02-17	2023-01-20	6535	ENSG00000130821	OTTHUMG00000024208	uc004fib.4		NM_001142805		P48029	7774949|16086185	True	True
HGNC:11056	SLC6A9	solute carrier family 6 member 9	protein-coding gene	gene with protein product	Approved	1p34.1	01p34.1	GLYT1|GlyT-1	Sodium- and chloride-dependent glycine transporter 1		solute carrier family 6 (neurotransmitter transporter, glycine), member 9	Solute carrier family 6	2159	1995-10-02		2016-02-17	2023-01-20	6536	ENSG00000196517	OTTHUMG00000008294	uc001cln.5	S70609	NM_201649		P48067	8183239|7587377	True	True
HGNC:31399	SLC6A17	solute carrier family 6 member 17	protein-coding gene	gene with protein product	Approved	1p13.3	01p13.3	NTT4	Sodium-dependent neutral amino acid transporter SLC6A17|neurotransmitter transporter 4		solute carrier family 6 (neurotransmitter transporter), member 17|solute carrier family 6, member 17|solute carrier family 6 (neutral amino acid transporter), member 17	Solute carrier family 6	2159	2004-04-02		2016-02-17	2023-01-20	388662	ENSG00000197106	OTTHUMG00000011761	uc009wfq.4		NM_001010898	CCDS30799	Q9H1V8	19147495|25704603	True	True
HGNC:27960	SLC6A19	solute carrier family 6 member 19	protein-coding gene	gene with protein product	Approved	5p15.33	05p15.33	B0AT1	Hartnup disease|Sodium-dependent neutral amino acid transporter B(0)AT1|broad neutral amino acid transporter 1		solute carrier family 6 (neutral amino acid transporter), member 19	Solute carrier family 6	2159	2004-04-02		2016-02-17	2023-01-20	340024	ENSG00000174358	OTTHUMG00000161636	uc003jbw.5	AK096054	NM_001003841	CCDS34130	Q695T7	15286787	True	True
HGNC:25807	SLC7A6OS	solute carrier family 7 member 6 opposite strand	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ13291|Iwr1			solute carrier family 7, member 6 opposite strand			2005-09-01		2015-12-08	2023-01-20	84138	ENSG00000103061	OTTHUMG00000137558	uc002evw.3		NM_032178	CCDS10865	Q96CW6	25803583	True	False
HGNC:11065	SLC7A7	solute carrier family 7 member 7	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	y+LAT-1|Y+LAT1	Y+L amino acid transporter 1	LPI	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7|lysinuric protein intolerance (dibasicaminoaciduria II)	Solute carrier family 7	2160	1999-01-28		2016-02-17	2023-01-20	9056	ENSG00000155465	OTTHUMG00000028692	uc001wgu.5	AF092032	NM_003982	CCDS9574	Q9UM01	9829974|17764084	True	True
HGNC:11067	SLC7A9	solute carrier family 7 member 9	protein-coding gene	gene with protein product	Approved	19q13.11	19q13.11	BAT1	b(0,+)-type amino acid transporter 1	CSNU3	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9|cystinuria type 3	Solute carrier family 7	2160	1999-09-16		2016-02-17	2023-01-20	11136	ENSG00000021488	OTTHUMG00000180287	uc002ntu.6	AF141289	NM_001126335	CCDS12425	P82251	10471498	True	True
HGNC:29326	SLC7A14	solute carrier family 7 member 14	protein-coding gene	gene with protein product	Approved	3q26.2	03q26.2	KIAA1613|PPP1R142	protein phosphatase 1, regulatory subunit 142		solute carrier family 7, member 14	Protein phosphatase 1 regulatory subunits|Solute carrier family 7	694|2160	2005-06-06		2015-12-08	2023-01-20	57709	ENSG00000013293	OTTHUMG00000158941	uc003fgz.3	BC022968	NM_020949	CCDS33892	Q8TBB6		True	False
HGNC:11071	SLC9A1	solute carrier family 9 member A1	protein-coding gene	gene with protein product	Approved	1p36.11	01p36.11	PPP1R143	protein phosphatase 1, regulatory subunit 143|Sodium/hydrogen exchanger 1	APNH|NHE1|NHE-1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 1 (antiporter, Na+/H+, amiloride sensitive)|solute carrier family 9 (sodium/hydrogen exchanger), member 1|solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1	Protein phosphatase 1 regulatory subunits|Solute carrier family 9	694|2162	1986-01-01		2016-02-25	2023-01-20	6548	ENSG00000090020	OTTHUMG00000004271	uc001bnm.5	M81768	NM_003047	CCDS295	P19634	8283968|25205112	True	True
HGNC:11073	SLC9A3	solute carrier family 9 member A3	protein-coding gene	gene with protein product	Approved	5p15.33	05p15.33	NHE-3	Sodium/hydrogen exchanger 3	NHE3	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3|solute carrier family 9 (sodium/hydrogen exchanger), member 3|solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3	Solute carrier family 9	2162	1992-06-12		2016-02-25	2023-01-20	6550	ENSG00000066230	OTTHUMG00000090315	uc003jbe.3		NM_004174		P48764	8096830|31276831	True	True
HGNC:11079	SLC9A6	solute carrier family 9 member A6	protein-coding gene	gene with protein product	Approved	Xq26.3	Xq26.3	NHE6|KIAA0267|NHE-6	Sodium/hydrogen exchanger 6		solute carrier family 9 (sodium/hydrogen exchanger), isoform 6|solute carrier family 9 (sodium/hydrogen exchanger), member 6|solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	Solute carrier family 9	2162	1999-07-30		2016-02-25	2023-01-20	10479	ENSG00000198689	OTTHUMG00000022498	uc004ezk.4	AF030409	NM_006359		Q92581	9507001|27142213	True	True
HGNC:17123	SLC9A7	solute carrier family 9 member A7	protein-coding gene	gene with protein product	Approved	Xp11.3	Xp11.3	NHE7|NHE-7	Sodium/hydrogen exchanger 7		solute carrier family 9 (sodium/hydrogen exchanger), isoform 7|solute carrier family 9 (sodium/hydrogen exchanger), member 7|solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7	Solute carrier family 9	2162	2001-11-02		2016-02-25	2023-01-20	84679	ENSG00000065923	OTTHUMG00000021428	uc004dgu.3	AF298591	NM_032591		Q96T83	11279194|30335141	True	False
HGNC:10905	SLC10A1	solute carrier family 10 member 1	protein-coding gene	gene with protein product	Approved	14q24.1	14q24.1	NTCP|NTCP1	Na+/taurocholate cotransporting polypeptide		solute carrier family 10 (sodium/bile acid cotransporter), member 1	Solute carrier family 10	2163	1994-02-16		2016-02-17	2023-01-20	6554	ENSG00000100652	OTTHUMG00000171236	uc001xlr.3	L21893	NM_003049	CCDS9797	Q14973	8132774|14660639	True	False
HGNC:10906	SLC10A2	solute carrier family 10 member 2	protein-coding gene	gene with protein product	Approved	13q33.1	13q33.1	NTCP2|IBAT	ileal sodium-dependent bile acid transporter|apical sodium-dependent bile acid transporter|Na+/taurocholate cotransporting polypeptide 2|ileal bile acid transporter	ASBT|ISBT	solute carrier family 10 (sodium/bile acid cotransporter), member 2	Solute carrier family 10	2163	1995-10-24		2016-02-17	2023-01-20	6555	ENSG00000125255	OTTHUMG00000017313	uc001vpy.4	U10417	NM_000452	CCDS9506	Q12908	8661017|9109432	False	True
HGNC:23088	SLC10A7	solute carrier family 10 member 7	protein-coding gene	gene with protein product	Approved	4q31.22	04q31.22	MGC25043|DKFZp566M114|DKFZp313H0531|DKFZp779O2438		C4orf13	chromosome 4 open reading frame 13|solute carrier family 10, member 7	Solute carrier family 10	2163	2003-09-25	2006-12-19	2015-12-04	2023-01-20	84068	ENSG00000120519	OTTHUMG00000161437	uc003ikr.3	AY346324	NM_032128		Q0GE19	15932064|7628207|29878199|30082715	True	True
HGNC:10908	SLC11A2	solute carrier family 11 member 2	protein-coding gene	gene with protein product	Approved	12q13.12	12q13.12	DCT1|DMT1|DMT-1|FLJ37416	Natural resistance-associated macrophage protein 2|divalent metal transporter 1|divalent cation transporter 1	NRAMP2	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2	Solute carrier family 11	2164	1995-12-19		2016-02-17	2023-12-07	4891	ENSG00000110911	OTTHUMG00000169493	uc001rxi.4	AB015355	NM_000617		P49281	7613023|16584902	True	True
HGNC:10910	SLC12A1	solute carrier family 12 member 1	protein-coding gene	gene with protein product	Approved	15q21.1	15q21.1	NKCC2|CCC2|BSC1|BSC|BSC-1	Na-K-2Cl cotransporter 2|bumetanide-sensitive cotransporter type 1|Kidney-specific Na-K-Cl symporter		solute carrier family 12 (sodium/potassium/chloride transporter), member 1	Solute carrier family 12	2152	1994-02-16		2016-02-17	2023-01-20	6557	ENSG00000074803	OTTHUMG00000131495	uc001zwn.5		NM_000338	CCDS10129|CCDS53940|CCDS91995	Q13621	8640224|17998760	True	True
HGNC:10911	SLC12A2	solute carrier family 12 member 2	protein-coding gene	gene with protein product	Approved	5q23.3	05q23.3	NKCC1|BSC2|BSC-2|PPP1R141|CCC1	basolateral Na-K-Cl symporter|protein phosphatase 1, regulatory subunit 141|bumetanide-sensitive cotransporter type 2		solute carrier family 12 (sodium/potassium/chloride transporter), member 2	Protein phosphatase 1 regulatory subunits|Solute carrier family 12	694|2152	1994-02-16		2016-02-17	2023-01-20	6558	ENSG00000064651	OTTHUMG00000128983	uc003kus.4		NM_001046	CCDS4144|CCDS58965	P55011	7629105|32294086	True	True
HGNC:10912	SLC12A3	solute carrier family 12 member 3	protein-coding gene	gene with protein product	Approved	16q13	16q13	NCCT|NCC|TSC	Na-Cl symporter|sodium-chloride co-transporter|Thiazide-sensitive sodium-chloride cotransporter		solute carrier family 12 (sodium/chloride transporter), member 3	MicroRNA protein coding host genes|Solute carrier family 12	1691|2152	1995-10-02		2016-02-17	2024-01-15	6559	ENSG00000070915	OTTHUMG00000133284	uc002ekd.4		NM_000339		P55017	8812482|8900229|35693921	True	True
HGNC:13818	SLC12A5	solute carrier family 12 member 5	protein-coding gene	gene with protein product	Approved	20q13.12	20q13.12	KIAA1176|KCC2|hKCC2	K-Cl cotransporter 2		solute carrier family 12 (potassium/chloride transporter), member 5	Solute carrier family 12	2152	2000-11-09		2016-02-17	2023-01-20	57468	ENSG00000124140	OTTHUMG00000032638	uc002xrb.3	AB033002	NM_001134771	CCDS13391|CCDS46610	Q9H2X9	11701957|12106695|27436767	True	True
